Date,Open,High,Low,Close,Adj Close,Volume
8/01/2015,1207,1215.699951,1206.300049,1208.400024,1208.400024,92
9/01/2015,1211.099976,1220.199951,1210.300049,1216,1216,43
11/01/2015,null,null,null,null,null,null
12/01/2015,1224.199951,1234.400024,1219.099976,1232.699951,1232.699951,100
13/01/2015,1239.199951,1239.300049,1230.300049,1234.300049,1234.300049,20
14/01/2015,1229.599976,1243.800049,1225.599976,1234.400024,1234.400024,21
15/01/2015,1231.5,1265,1227.300049,1264.699951,1264.699951,130
16/01/2015,1256.099976,1279.699951,1256.099976,1276.900024,1276.900024,44
18/01/2015,null,null,null,null,null,null
20/01/2015,1278.900024,1297.300049,1273.800049,1294.199951,1294.199951,157
21/01/2015,1295.199951,1303.5,1286.699951,1293.699951,1293.699951,78
22/01/2015,1293.199951,1302.099976,1283.5,1300.699951,1300.699951,131
23/01/2015,1299.800049,1299.800049,1292.599976,1292.599976,1292.599976,23
25/01/2015,null,null,null,null,null,null
26/01/2015,1289.5,1290.599976,1279.400024,1279.400024,1279.400024,26
27/01/2015,1277.199951,1291.699951,1277.199951,1291.699951,1291.699951,20
28/01/2015,1285.900024,1286.800049,1285.900024,1285.900024,1285.900024,180387
29/01/2015,1283.300049,1285.400024,1251,1254.599976,1254.599976,67983
30/01/2015,1258,1284.300049,1257,1278.5,1278.5,8626
1/02/2015,null,null,null,null,null,null
2/02/2015,1284.099976,1284.099976,1266,1276.199951,1276.199951,1654
3/02/2015,1273.5,1284.699951,1255.300049,1259.699951,1259.699951,2380
4/02/2015,1262,1271.599976,1256.800049,1263.800049,1263.800049,668
5/02/2015,1271.800049,1272.599976,1257.800049,1262,1262,133
6/02/2015,1265,1267.599976,1228,1233.900024,1233.900024,432
8/02/2015,null,null,null,null,null,null
9/02/2015,1237.5,1242.300049,1235.400024,1240.800049,1240.800049,319
10/02/2015,1237.5,1245,1231.199951,1231.599976,1231.599976,231
11/02/2015,1233.300049,1237.400024,1219,1219,1219,102
12/02/2015,1217.900024,1229.800049,1217.900024,1220.099976,1220.099976,99
13/02/2015,1222.199951,1232.800049,1222.199951,1226.5,1226.5,65
15/02/2015,null,null,null,null,null,null
17/02/2015,1227.699951,1234,1203,1208.099976,1208.099976,204
18/02/2015,1207.099976,1210.199951,1197.800049,1199.699951,1199.699951,147
19/02/2015,1216.5,1220,1205,1207.099976,1207.099976,65
20/02/2015,1206.5,1213.099976,1199.099976,1204.400024,1204.400024,51
22/02/2015,null,null,null,null,null,null
23/02/2015,1201.300049,1203.300049,1191.599976,1200.300049,1200.300049,268
24/02/2015,1203.400024,1203.5,1193.800049,1196.900024,1196.900024,151
25/02/2015,1204.300049,1204.599976,1201,1201,1201,570
26/02/2015,1204.800049,1219,1204.800049,1209.599976,1209.599976,560
27/02/2015,1207.699951,1217.800049,1204.5,1212.599976,1212.599976,195
1/03/2015,null,null,null,null,null,null
2/03/2015,1214.300049,1222.699951,1204.900024,1207.699951,1207.699951,124
3/03/2015,1201.5,1212,1195,1204,1204,51
4/03/2015,1204.800049,1206.900024,1198,1200.599976,1200.599976,27
5/03/2015,1201.699951,1205.400024,1195.900024,1195.900024,1195.900024,29
6/03/2015,1195,1195.699951,1163.699951,1164.099976,1164.099976,168
8/03/2015,null,null,null,null,null,null
9/03/2015,1169.400024,1174.199951,1166.300049,1166.400024,1166.400024,45
10/03/2015,1166.400024,1168.400024,1156.5,1160.099976,1160.099976,94
11/03/2015,1162,1162,1147.699951,1150.699951,1150.699951,74
12/03/2015,1155.400024,1160.5,1149.699951,1152.099976,1152.099976,63
13/03/2015,1158.199951,1159.199951,1152.599976,1152.599976,1152.599976,44
15/03/2015,null,null,null,null,null,null
16/03/2015,1159.699951,1162.300049,1150.099976,1153.300049,1153.300049,56
17/03/2015,1153.599976,1158.199951,1144.300049,1148.300049,1148.300049,71
18/03/2015,1148.699951,1174.300049,1147,1151.400024,1151.400024,112
19/03/2015,1171.599976,1171.599976,1159.300049,1169.099976,1169.099976,39
20/03/2015,1171,1185.400024,1171,1184.800049,1184.800049,54
22/03/2015,null,null,null,null,null,null
23/03/2015,1181.599976,1188,1181.199951,1188,1188,5
24/03/2015,1188,1193,1186,1191.699951,1191.699951,411
25/03/2015,1192.5,1199.199951,1192.5,1197.300049,1197.300049,11
26/03/2015,1198.199951,1213.699951,1198.199951,1205.099976,1205.099976,68
27/03/2015,1197,1199.800049,1196.300049,1199.800049,1199.800049,172260
29/03/2015,null,null,null,null,null,null
30/03/2015,1198,1198.5,1181.599976,1184.800049,1184.800049,37990
31/03/2015,1185.800049,1190.099976,1178.199951,1183.099976,1183.099976,3409
1/04/2015,1182.900024,1208.199951,1181,1208.099976,1208.099976,1632
2/04/2015,1204,1205.699951,1194.800049,1200.900024,1200.900024,1684
5/04/2015,null,null,null,null,null,null
6/04/2015,1209.900024,1224.199951,1209.900024,1218.599976,1218.599976,343
7/04/2015,1214.800049,1214.800049,1208.199951,1210.599976,1210.599976,406
8/04/2015,1208.900024,1211.400024,1197.599976,1203.099976,1203.099976,236
9/04/2015,1201.699951,1202.5,1193,1193.599976,1193.599976,521
10/04/2015,1195.800049,1209.599976,1195.800049,1204.599976,1204.599976,202
12/04/2015,null,null,null,null,null,null
13/04/2015,1208.099976,1208.099976,1198.300049,1199.300049,1199.300049,424
14/04/2015,1198.800049,1200.599976,1184.099976,1192.800049,1192.800049,546
15/04/2015,1194.599976,1203.099976,1188.599976,1201.5,1201.5,196
16/04/2015,1204.300049,1208.5,1194.599976,1198,1198,199
17/04/2015,1200.199951,1206,1200.199951,1202.900024,1202.900024,21
19/04/2015,null,null,null,null,null,null
20/04/2015,1205.699951,1206.900024,1191,1193.5,1193.5,67
21/04/2015,1193.199951,1202.900024,1192.800049,1202.900024,1202.900024,33
22/04/2015,1199.099976,1202.599976,1185.199951,1186.900024,1186.900024,93
23/04/2015,1187.199951,1197,1186.099976,1194.400024,1194.400024,331
24/04/2015,1192.300049,1194.699951,1174.599976,1175.199951,1175.199951,52
26/04/2015,null,null,null,null,null,null
27/04/2015,1182.300049,1206.699951,1181.400024,1203.300049,1203.300049,194
28/04/2015,1199.699951,1214,1199.699951,1214,1214,401
29/04/2015,1211.199951,1212.599976,1201.900024,1209.800049,1209.800049,114
30/04/2015,1203.099976,1205.900024,1176.699951,1182.400024,1182.400024,143
1/05/2015,1178.099976,1178.099976,1170,1174.5,1174.5,23
3/05/2015,null,null,null,null,null,null
4/05/2015,1177.5,1189.400024,1177.5,1186.800049,1186.800049,38
5/05/2015,1187.5,1198.699951,1186.900024,1193.199951,1193.199951,48
6/05/2015,1194.5,1194.599976,1189.900024,1190.300049,1190.300049,14
7/05/2015,1181.5,1186,1179.699951,1182.400024,1182.400024,44
8/05/2015,1183.300049,1189.099976,1182.900024,1189.099976,1189.099976,51
10/05/2015,null,null,null,null,null,null
11/05/2015,1189.699951,1190.5,1179.300049,1183.199951,1183.199951,26
12/05/2015,1194.599976,1194.800049,1189.699951,1192.599976,1192.599976,10
13/05/2015,1192.699951,1218.400024,1191,1218.400024,1218.400024,34
14/05/2015,1214.5,1225.599976,1214.5,1225.400024,1225.400024,35
15/05/2015,1218.5,1225.5,1214.800049,1225.5,1225.5,12
17/05/2015,null,null,null,null,null,null
18/05/2015,1224.5,1228.099976,1222.599976,1227.800049,1227.800049,8
19/05/2015,1223.900024,1223.900024,1206,1206.900024,1206.900024,9
20/05/2015,1205.099976,1210.800049,1205.099976,1208.900024,1208.900024,11
21/05/2015,1204.5,1204.5,1203.699951,1204.400024,1204.400024,43
22/05/2015,1211.599976,1211.900024,1204.300049,1204.300049,1204.300049,8
24/05/2015,null,null,null,null,null,null
26/05/2015,1193.599976,1193.599976,1186,1187.199951,1187.199951,40
27/05/2015,1185.900024,1185.900024,1185.900024,1185.900024,1185.900024,200216
28/05/2015,1187.099976,1192,1179.599976,1188.099976,1188.099976,52705
29/05/2015,1187.800049,1193.300049,1185.699951,1189.400024,1189.400024,4748
31/05/2015,null,null,null,null,null,null
1/06/2015,1190.599976,1204,1184.300049,1188.300049,1188.300049,1236
2/06/2015,1189,1194.300049,1186,1194.099976,1194.099976,1003
3/06/2015,1193.900024,1193.900024,1179.099976,1184.699951,1184.699951,630
4/06/2015,1184.900024,1185.300049,1173,1174.900024,1174.900024,447
5/06/2015,1176.400024,1177.300049,1164,1167.800049,1167.800049,390
7/06/2015,null,null,null,null,null,null
8/06/2015,1169.5,1176.099976,1169.099976,1173.199951,1173.199951,173
9/06/2015,1172.900024,1180.300049,1172.699951,1177.300049,1177.300049,144
10/06/2015,1176.099976,1190.099976,1175.599976,1186.099976,1186.099976,295
11/06/2015,1183.199951,1183.199951,1174.400024,1179.900024,1179.900024,69
12/06/2015,1180.400024,1181.199951,1176.199951,1178.800049,1178.800049,141
14/06/2015,null,null,null,null,null,null
15/06/2015,1179.900024,1188.5,1172.699951,1185.300049,1185.300049,102
16/06/2015,1186.5,1186.5,1175.900024,1180.5,1180.5,29
17/06/2015,1177.599976,1186.300049,1174.900024,1176.400024,1176.400024,168
18/06/2015,1183.400024,1202,1183.400024,1201.5,1201.5,130
19/06/2015,1199.699951,1203.099976,1199.699951,1201.5,1201.5,142
21/06/2015,null,null,null,null,null,null
22/06/2015,1197.800049,1197.800049,1182.699951,1183.699951,1183.699951,30
23/06/2015,1183.800049,1186,1176.199951,1176.199951,1176.199951,60
24/06/2015,1176.599976,1176.599976,1170.699951,1172.599976,1172.599976,263
25/06/2015,1175.800049,1175.900024,1171.5,1171.5,1171.5,95
26/06/2015,1170.5,1172.900024,1170.5,1172.900024,1172.900024,308
28/06/2015,null,null,null,null,null,null
29/06/2015,1185.099976,1186,1173.800049,1178.5,1178.5,174
30/06/2015,1176.300049,1176.400024,1166.599976,1171.5,1171.5,223
1/07/2015,1173.099976,1173.099976,1166.599976,1169,1169,455
2/07/2015,1166.400024,1168.099976,1155.5,1163,1163,316
5/07/2015,null,null,null,null,null,null
6/07/2015,1171.099976,1173,1162.199951,1172.900024,1172.900024,634
7/07/2015,1166.800049,1166.800049,1149.5,1152.400024,1152.400024,469
8/07/2015,1152.599976,1163.300049,1146.400024,1163.300049,1163.300049,65
9/07/2015,1154.800049,1163.599976,1154.800049,1159,1159,65
10/07/2015,1160.099976,1161.400024,1157.5,1157.699951,1157.699951,27
12/07/2015,null,null,null,null,null,null
13/07/2015,1159,1159,1151.199951,1155.199951,1155.199951,14
14/07/2015,1157.199951,1157.199951,1153,1153.300049,1153.300049,39
15/07/2015,1154,1154,1144.800049,1147.199951,1147.199951,15
16/07/2015,1146.199951,1146.199951,1142.900024,1143.800049,1143.800049,14
17/07/2015,1144,1144,1130.199951,1131.800049,1131.800049,120
19/07/2015,null,null,null,null,null,null
20/07/2015,1130.400024,1130.699951,1095.099976,1106.699951,1106.699951,189
21/07/2015,1097.099976,1106.400024,1097.099976,1103.400024,1103.400024,118
22/07/2015,1093,1095,1086,1091.400024,1091.400024,46
23/07/2015,1097.400024,1097.599976,1087.800049,1094,1094,64
24/07/2015,1078.599976,1100.699951,1078.599976,1085.599976,1085.599976,52
26/07/2015,null,null,null,null,null,null
27/07/2015,1100,1102.5,1093.900024,1096.5,1096.5,19
28/07/2015,1097.199951,1097.699951,1096.300049,1096.300049,1096.300049,31
29/07/2015,1096.400024,1096.900024,1092.699951,1092.699951,1092.699951,159142
30/07/2015,1096.099976,1097.5,1081,1088.400024,1088.400024,49298
31/07/2015,1087.699951,1102.800049,1079.099976,1094.900024,1094.900024,5700
2/08/2015,null,null,null,null,null,null
3/08/2015,1095.5,1097.099976,1085,1089.400024,1089.400024,2418
4/08/2015,1085.099976,1093.900024,1080.5,1090.699951,1090.699951,1139
5/08/2015,1086.5,1090.599976,1082.5,1085.699951,1085.699951,1207
6/08/2015,1084.400024,1092.199951,1083.599976,1090.199951,1090.199951,269
7/08/2015,1088.900024,1098.300049,1081.699951,1094.099976,1094.099976,614
9/08/2015,null,null,null,null,null,null
10/08/2015,1093.199951,1107.599976,1089.5,1104.199951,1104.199951,900
11/08/2015,1103.800049,1116.699951,1094,1107.599976,1107.599976,997
12/08/2015,1106,1124.5,1101.5,1123.199951,1123.199951,797
13/08/2015,1124.300049,1124.300049,1113,1115.699951,1115.699951,441
14/08/2015,1113.900024,1118.800049,1112.5,1112.900024,1112.900024,908
16/08/2015,null,null,null,null,null,null
17/08/2015,1113.800049,1122,1113.800049,1118.599976,1118.599976,399
18/08/2015,1118.199951,1118.400024,1110,1117.099976,1117.099976,475
19/08/2015,1117,1134.300049,1116.800049,1128.099976,1128.099976,348
20/08/2015,1132.800049,1153.300049,1132.800049,1153,1153,409
21/08/2015,1154.099976,1166.5,1150.5,1159.599976,1159.599976,261
23/08/2015,null,null,null,null,null,null
24/08/2015,1164,1169,1147.5,1153.400024,1153.400024,299
25/08/2015,1151.5,1155.5,1134,1138.199951,1138.199951,217
26/08/2015,1139.199951,1143,1119.599976,1124.599976,1124.599976,116
27/08/2015,1127.199951,1127.400024,1118.400024,1122.400024,1122.400024,564
28/08/2015,1125.300049,1139,1123.599976,1133.099976,1133.099976,279
30/08/2015,null,null,null,null,null,null
31/08/2015,1131.099976,1134,1124.800049,1131.599976,1131.599976,194
1/09/2015,1133.5,1144.699951,1133.5,1138.699951,1138.699951,375
2/09/2015,1137.300049,1140.400024,1130.800049,1132.5,1132.5,201
3/09/2015,1130.300049,1132.900024,1120.300049,1123.699951,1123.699951,122
4/09/2015,1123.400024,1125.199951,1116.199951,1120.599976,1120.599976,51
6/09/2015,null,null,null,null,null,null
8/09/2015,1119.800049,1124.300049,1116.400024,1120.400024,1120.400024,138
9/09/2015,1123.5,1123.5,1102.099976,1102.199951,1102.199951,150
10/09/2015,1107.300049,1113.5,1105.5,1109.5,1109.5,56
11/09/2015,1110.800049,1111.699951,1098.199951,1103.5,1103.5,81
13/09/2015,null,null,null,null,null,null
14/09/2015,1107.800049,1108.599976,1104.099976,1107.699951,1107.699951,19
15/09/2015,1104.5,1104.5,1102.800049,1102.800049,1102.800049,8
16/09/2015,1109.800049,1119.900024,1109.800049,1119.199951,1119.199951,31
17/09/2015,1118.599976,1130.5,1117.099976,1117.300049,1117.300049,14
18/09/2015,1128.300049,1141.199951,1127.800049,1138.099976,1138.099976,59
20/09/2015,null,null,null,null,null,null
21/09/2015,1137.599976,1138.5,1130.800049,1133.099976,1133.099976,17
22/09/2015,1132.599976,1135,1122.5,1125,1125,43
23/09/2015,1128.599976,1132.199951,1128.300049,1131.599976,1131.599976,33
24/09/2015,1133,1155.900024,1133,1153.800049,1153.800049,37
25/09/2015,1149.800049,1149.800049,1143.400024,1146,1146,56
27/09/2015,null,null,null,null,null,null
28/09/2015,1133.199951,1133.199951,1132,1132,1132,4346
29/09/2015,1132.199951,1134.400024,1124.300049,1127.099976,1127.099976,2417
30/09/2015,1124.300049,1126,1112.099976,1115.5,1115.5,865
1/10/2015,1115.199951,1119,1113.300049,1114.199951,1114.199951,1181
2/10/2015,1112.199951,1141.199951,1105.800049,1137.099976,1137.099976,323
4/10/2015,null,null,null,null,null,null
5/10/2015,1137.099976,1141.699951,1132.5,1138.099976,1138.099976,226
6/10/2015,1136.300049,1150,1136.300049,1146.800049,1146.800049,145
7/10/2015,1147.599976,1152.900024,1143,1149,1149,104
8/10/2015,1142.699951,1146.699951,1138.699951,1144.699951,1144.699951,138
9/10/2015,1151.599976,1157.199951,1151.599976,1156.300049,1156.300049,22
11/10/2015,null,null,null,null,null,null
12/10/2015,1155.900024,1166.800049,1155.900024,1164.900024,1164.900024,40
13/10/2015,1163.5,1166.199951,1154.900024,1165.800049,1165.800049,132
14/10/2015,1172.400024,1189,1167.300049,1180.099976,1180.099976,143
15/10/2015,1184.199951,1188.300049,1177.800049,1187.900024,1187.900024,143
16/10/2015,1182.5,1184.099976,1176.199951,1183.599976,1183.599976,243
18/10/2015,null,null,null,null,null,null
19/10/2015,1176.5,1177.800049,1169.300049,1173.300049,1173.300049,62
20/10/2015,1168.699951,1179.099976,1168.699951,1178,1178,19
21/10/2015,1175.900024,1176.400024,1164.900024,1167.599976,1167.599976,41
22/10/2015,1166.199951,1168.599976,1163.5,1166.599976,1166.599976,48
23/10/2015,1166.199951,1178.699951,1163.300049,1163.300049,1163.300049,38
25/10/2015,null,null,null,null,null,null
26/10/2015,1165.099976,1170,1163.800049,1167,1167,176
27/10/2015,1164.5,1166.800049,1162,1166.800049,1166.800049,302
28/10/2015,1175.099976,1182.699951,1175.099976,1177.099976,1177.099976,217
29/10/2015,1158,1162,1144.900024,1147.199951,1147.199951,329
30/10/2015,1147.5,1147.599976,1139.199951,1141.5,1141.5,249
1/11/2015,null,null,null,null,null,null
2/11/2015,1137.900024,1138.699951,1132.599976,1135.800049,1135.800049,180
3/11/2015,1133.300049,1134.699951,1114.199951,1114.199951,1114.199951,185
4/11/2015,1119,1121.900024,1106.5,1106.5,1106.5,141
5/11/2015,1107.900024,1110.699951,1104.400024,1104.400024,1104.400024,84
6/11/2015,1105.199951,1109.5,1084.800049,1087.599976,1087.599976,78
8/11/2015,null,null,null,null,null,null
9/11/2015,1088.599976,1088.599976,1087.900024,1087.900024,1087.900024,5
10/11/2015,1090.099976,1091.300049,1085,1088.199951,1088.199951,18
11/11/2015,1091.400024,1091.400024,1084.199951,1084.699951,1084.699951,15
12/11/2015,1086,1086.599976,1080.800049,1080.800049,1080.800049,4
13/11/2015,1083.099976,1085.900024,1080.800049,1080.800049,1080.800049,23
15/11/2015,null,null,null,null,null,null
16/11/2015,1092,1092.400024,1083.699951,1083.699951,1083.699951,11
17/11/2015,1075.5,1075.800049,1065.099976,1068.699951,1068.699951,6
18/11/2015,1064,1071.900024,1064,1068.800049,1068.800049,5
19/11/2015,1077.400024,1082.400024,1077.400024,1078,1078,10
20/11/2015,1082.900024,1082.900024,1076.400024,1076.400024,1076.400024,5
22/11/2015,null,null,null,null,null,null
23/11/2015,1070,1071.5,1066.800049,1066.800049,1066.800049,57
24/11/2015,1073.199951,1079.400024,1073.199951,1074.300049,1074.300049,222
25/11/2015,1070.199951,1072,1068.5,1070.5,1070.5,148662
27/11/2015,1070.699951,1074.199951,1051.099976,1056.199951,1056.199951,52133
29/11/2015,null,null,null,null,null,null
30/11/2015,1056.5,1068.400024,1052.099976,1065.800049,1065.800049,4601
1/12/2015,1064.599976,1074.599976,1063.400024,1063.800049,1063.800049,3441
2/12/2015,1068.699951,1069.5,1049.599976,1054.199951,1054.199951,503
3/12/2015,1054.400024,1064.599976,1046.199951,1061.699951,1061.699951,1161
4/12/2015,1063,1088.800049,1058.699951,1084.5,1084.5,889
6/12/2015,null,null,null,null,null,null
7/12/2015,1084.900024,1086.5,1067.400024,1076.400024,1076.400024,656
8/12/2015,1071,1078.400024,1069.599976,1076.300049,1076.300049,306
9/12/2015,1075.099976,1086,1070.599976,1077.599976,1077.599976,386
10/12/2015,1073,1076.300049,1071.699951,1073.099976,1073.099976,226
11/12/2015,1067.800049,1079.400024,1064.400024,1076.900024,1076.900024,410
13/12/2015,null,null,null,null,null,null
14/12/2015,1074,1076.699951,1060,1064.699951,1064.699951,509
15/12/2015,1064.599976,1066.199951,1061.800049,1062.900024,1062.900024,220
16/12/2015,1064.800049,1078.699951,1064.300049,1078,1078,81
17/12/2015,1072.599976,1072.599976,1050.5,1050.800049,1050.800049,56
18/12/2015,1053.699951,1070.300049,1052.699951,1066.199951,1066.199951,253
20/12/2015,null,null,null,null,null,null
21/12/2015,1070.199951,1081.900024,1070.199951,1081.900024,1081.900024,26
22/12/2015,1078.599976,1078.599976,1073.800049,1074.800049,1074.800049,106
23/12/2015,1074.5,1074.800049,1069.400024,1069.400024,1069.400024,202
24/12/2015,1074.300049,1077.800049,1073.5,1077.199951,1077.199951,24
27/12/2015,null,null,null,null,null,null
28/12/2015,1077.900024,1098.800049,1070.5,1070.5,1070.5,361
29/12/2015,1079.099976,1079.699951,1077.5,1077.5,1077.5,252
30/12/2015,1068.599976,1070.199951,1059.699951,1060.099976,1060.099976,71
31/12/2015,1061.900024,1062,1058.5,1060.300049,1060.300049,10
3/01/2016,null,null,null,null,null,null
4/01/2016,1063.400024,1082.5,1063.199951,1075.099976,1075.099976,143
5/01/2016,1075.599976,1081.5,1075.300049,1078.400024,1078.400024,82
6/01/2016,1081.599976,1093.699951,1081.599976,1091.900024,1091.900024,52
7/01/2016,1091.599976,1109.400024,1091.599976,1107.699951,1107.699951,122
8/01/2016,1111.099976,1111.099976,1093,1097.800049,1097.800049,98
10/01/2016,null,null,null,null,null,null
11/01/2016,1105.699951,1107.900024,1096.5,1096.5,1096.5,43
12/01/2016,1093.800049,1098.5,1084,1085.599976,1085.599976,87
13/01/2016,1081.5,1093.900024,1081.5,1087.5,1087.5,50
14/01/2016,1091.5,1091.5,1073.699951,1073.900024,1073.900024,59
15/01/2016,1085,1095.800049,1081.800049,1091.5,1091.5,44
17/01/2016,null,null,null,null,null,null
18/01/2016,null,null,null,null,null,null
19/01/2016,1089.800049,1094.400024,1084.900024,1089.900024,1089.900024,17
20/01/2016,1099.800049,1109.800049,1099.800049,1107.099976,1107.099976,30
21/01/2016,1103.599976,1103.599976,1094.099976,1099.099976,1099.099976,16
22/01/2016,1098,1103.199951,1097.199951,1097.199951,1097.199951,4
24/01/2016,null,null,null,null,null,null
25/01/2016,1099.300049,1109.300049,1099.300049,1106.199951,1106.199951,8
26/01/2016,1115.099976,1121.699951,1114.300049,1121.699951,1121.699951,181
27/01/2016,1117.800049,1117.800049,1115.800049,1116.099976,1116.099976,168706
28/01/2016,1125.400024,1125.699951,1109.800049,1115.599976,1115.599976,52861
29/01/2016,1114.400024,1118.599976,1108.800049,1116.400024,1116.400024,6955
31/01/2016,null,null,null,null,null,null
1/02/2016,1116.699951,1130,1115.300049,1127.900024,1127.900024,1682
2/02/2016,1128.300049,1131.400024,1123,1127.300049,1127.300049,1230
3/02/2016,1128.5,1146,1125,1141.300049,1141.300049,1630
4/02/2016,1142.5,1157.599976,1141,1157.599976,1157.599976,771
5/02/2016,1155.599976,1174.800049,1146,1157.800049,1157.800049,877
7/02/2016,null,null,null,null,null,null
8/02/2016,1173.5,1200.400024,1165,1197.900024,1197.900024,931
9/02/2016,1188.699951,1199.199951,1186.699951,1198.699951,1198.699951,700
10/02/2016,1189.800049,1197.699951,1182.099976,1194.699951,1194.699951,671
11/02/2016,1205.599976,1260.800049,1204.599976,1247.900024,1247.900024,995
12/02/2016,1247.800049,1247.800049,1233.5,1239.099976,1239.099976,250
14/02/2016,null,null,null,null,null,null
15/02/2016,null,null,null,null,null,null
16/02/2016,1233.099976,1233.599976,1193.599976,1207.900024,1207.900024,422
17/02/2016,1196.5,1212.900024,1196.5,1211.099976,1211.099976,53
18/02/2016,1209.599976,1239.199951,1201.599976,1226.099976,1226.099976,315
19/02/2016,1230.800049,1232.800049,1221.800049,1230.400024,1230.400024,76
21/02/2016,null,null,null,null,null,null
22/02/2016,1226.099976,1226.099976,1203,1209.5,1209.5,280
23/02/2016,1207.400024,1226.099976,1207.400024,1222.300049,1222.300049,351
24/02/2016,1230,1250.099976,1230,1238.699951,1238.699951,111
25/02/2016,1239.400024,1241.5,1235,1238.199951,1238.199951,1349
26/02/2016,1232.400024,1239.099976,1212.199951,1219.800049,1219.800049,656
28/02/2016,null,null,null,null,null,null
29/02/2016,1218.599976,1241,1218.599976,1233.900024,1233.900024,580
1/03/2016,1240.5,1248.400024,1229,1230.300049,1230.300049,477
2/03/2016,1232.800049,1242.599976,1226,1241.099976,1241.099976,267
3/03/2016,1238.400024,1267.900024,1238,1257.400024,1257.400024,123
4/03/2016,1263,1279.900024,1250.900024,1269.900024,1269.900024,268
6/03/2016,null,null,null,null,null,null
7/03/2016,1259.800049,1272.300049,1259.699951,1263.199951,1263.199951,67
8/03/2016,1268.699951,1276.300049,1261,1262.099976,1262.099976,43
9/03/2016,1254.5,1260,1244.800049,1256.599976,1256.599976,79
10/03/2016,1250,1273,1237.5,1272,1272,119
11/03/2016,1270,1280.699951,1249.400024,1258.699951,1258.699951,87
13/03/2016,null,null,null,null,null,null
14/03/2016,1256,1258,1234.5,1244.400024,1244.400024,58
15/03/2016,1228.300049,1236,1228,1230.400024,1230.400024,37
16/03/2016,1229.5,1263.800049,1228.900024,1229.300049,1229.300049,45
17/03/2016,1261.5,1270.099976,1255.900024,1264.5,1264.5,27
18/03/2016,1257.099976,1264.400024,1251.5,1253.800049,1253.800049,542
20/03/2016,null,null,null,null,null,null
21/03/2016,1256.199951,1256.199951,1243.400024,1243.800049,1243.800049,1061
22/03/2016,1244,1252.400024,1243.800049,1248.199951,1248.199951,20
23/03/2016,1247.699951,1247.699951,1218.599976,1223.699951,1223.699951,28
24/03/2016,1214.199951,1221.400024,1214.199951,1221.400024,1221.400024,13
27/03/2016,null,null,null,null,null,null
28/03/2016,1211.5,1222.199951,1210,1219.900024,1219.900024,33
29/03/2016,1217.800049,1235.599976,1217.699951,1235.599976,1235.599976,189732
30/03/2016,1241.400024,1245,1223.400024,1226.900024,1226.900024,48248
31/03/2016,1225.599976,1239.599976,1224.5,1234.199951,1234.199951,3377
1/04/2016,1232.300049,1235.199951,1209.199951,1222.199951,1222.199951,1602
3/04/2016,null,null,null,null,null,null
4/04/2016,1221.699951,1222.300049,1215,1218,1218,2038
5/04/2016,1215.400024,1236.699951,1215.400024,1228.400024,1228.400024,477
6/04/2016,1230.400024,1230.400024,1217.599976,1222.5,1222.5,248
7/04/2016,1224.800049,1242.900024,1224.599976,1236.199951,1236.199951,375
8/04/2016,1241,1242.800049,1232,1242.5,1242.5,409
10/04/2016,null,null,null,null,null,null
11/04/2016,1241.5,1258.699951,1241.5,1256.699951,1256.699951,437
12/04/2016,1260,1261.699951,1253.699951,1259.400024,1259.400024,185
13/04/2016,1256.5,1256.900024,1241.300049,1246.800049,1246.800049,203
14/04/2016,1231.400024,1243.699951,1224.5,1225,1225,264
15/04/2016,1225.699951,1235,1225.699951,1233.099976,1233.099976,97
17/04/2016,null,null,null,null,null,null
18/04/2016,1238.699951,1241.099976,1232.199951,1233.599976,1233.599976,304
19/04/2016,1231.599976,1256.199951,1228.800049,1253,1253,386
20/04/2016,1256.099976,1256.099976,1243,1253.199951,1253.199951,180
21/04/2016,1247.699951,1270.599976,1247.599976,1249,1249,124
22/04/2016,1248.5,1248.5,1228,1228.699951,1228.699951,188
24/04/2016,null,null,null,null,null,null
25/04/2016,1231.599976,1240.900024,1231.599976,1238.900024,1238.900024,442
26/04/2016,1239.800049,1244.199951,1233,1242.199951,1242.199951,97
27/04/2016,1248.599976,1249.5,1248.599976,1249.199951,1249.199951,547
28/04/2016,1245.900024,1270.099976,1238.5,1265.5,1265.5,887
29/04/2016,1267.300049,1295.5,1267.199951,1289.199951,1289.199951,464
1/05/2016,null,null,null,null,null,null
2/05/2016,1292.099976,1304.400024,1290.400024,1294.699951,1294.699951,192
3/05/2016,1292.699951,1301.5,1284.5,1290.699951,1290.699951,151
4/05/2016,1286.900024,1290,1273,1273.300049,1273.300049,109
5/05/2016,1282.900024,1286,1270.800049,1271.400024,1271.400024,330
6/05/2016,1278.599976,1295.599976,1276.900024,1292.900024,1292.900024,305
8/05/2016,null,null,null,null,null,null
9/05/2016,1286.5,1286.5,1262.300049,1265.599976,1265.599976,341
10/05/2016,1265.099976,1267.400024,1258.699951,1263.900024,1263.900024,23
11/05/2016,1266.900024,1279.199951,1266.900024,1274.599976,1274.599976,50
12/05/2016,1267,1281.199951,1264,1270.300049,1270.300049,101
13/05/2016,1271.400024,1275.699951,1264.599976,1271.900024,1271.900024,66
15/05/2016,null,null,null,null,null,null
16/05/2016,1272.800049,1287.800049,1272.800049,1273.400024,1273.400024,44
17/05/2016,1272.5,1281.599976,1270.800049,1276.199951,1276.199951,16
